"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","ENVCAUSE (CODE)","ENVCAUSE (DISPLAY)","ENVCAUSE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BRB","Barbados","","BTSX","Both sexes","","ENVCAUSE000","Total","","57[ 46–69]","57.05168","46.09264","68.76959","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BRB","Barbados","","MLE","Male","","ENVCAUSE000","Total","","60[ 50–71]","59.98610","49.68497","71.46223","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","BRN","Brunei Darussalam","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","1[ 0–2]","0.96368","0.12174","2.30962","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","BRN","Brunei Darussalam","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","1[ 0–2]","0.98087","0.12391","2.35083","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CAN","Canada","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","2[ 0–5]","2.45082","0.49241","5.45578","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","CHE","Switzerland","","BTSX","Both sexes","","ENVCAUSE000","Total","","25[ 18–34]","25.23938","18.33805","33.84061","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","CHE","Switzerland","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","4[ 1–8]","4.25411","1.48432","7.83731","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CHL","Chile","","FMLE","Female","","ENVCAUSE000","Total","","32[ 24–44]","32.16706","23.50364","44.26327","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COD","Democratic Republic of the Congo","","BTSX","Both sexes","","ENVCAUSE000","Total","","101[ 90–110]","100.66210","90.27200","109.77294","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COD","Democratic Republic of the Congo","","MLE","Male","","ENVCAUSE000","Total","","96[ 86–105]","95.93276","85.57481","105.28791","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COG","Congo","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","6[ 5–8]","6.42444","5.05898","7.57027","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COG","Congo","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","5[ 3–6]","4.78094","2.75936","6.31733","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CPV","Cabo Verde","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","7[ 5–10]","7.34189","5.18550","10.23360","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CRI","Costa Rica","","BTSX","Both sexes","","ENVCAUSE000","Total","","27[ 21–34]","26.90476","21.06158","33.74482","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CUB","Cuba","","FMLE","Female","","ENVCAUSE000","Total","","85[ 45–167]","84.81400","45.06312","166.67873","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CUB","Cuba","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","13[ 5–26]","12.63783","4.83542","25.95921","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","DJI","Djibouti","","MLE","Male","","ENVCAUSE000","Total","","106[ 94–116]","105.61279","93.88647","115.91664","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","DJI","Djibouti","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","5[ 4–6]","5.12102","4.10560","5.85043","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","DNK","Denmark","","FMLE","Female","","ENVCAUSE000","Total","","29[ 21–40]","29.46138","20.66859","40.30046","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","ECU","Ecuador","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","3[ 2–6]","3.29853","1.54354","5.53610","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","EGY","Egypt","","BTSX","Both sexes","","ENVCAUSE000","Total","","73[ 64–91]","73.25533","64.48981","90.73978","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","EGY","Egypt","","MLE","Male","","ENVCAUSE000","Total","","80[ 71–98]","80.16008","70.68861","98.07434","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ERI","Eritrea","","FMLE","Female","","ENVCAUSE000","Total","","88[ 76–97]","87.69592","76.45786","96.89301","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ERI","Eritrea","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","8[ 6–10]","8.35588","6.06937","10.14052","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","FIN","Finland","","MLE","Male","","ENVCAUSE000","Total","","21[ 14–29]","20.62052","13.51252","29.13144","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","FIN","Finland","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","1[ 0–2]","0.84637","0.12200","2.03367","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","FJI","Fiji","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","8[ 3–13]","8.26500","3.37011","12.66603","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","FRA","France","","FMLE","Female","","ENVCAUSE000","Total","","23[ 17–33]","22.98839","16.60902","32.57618","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GEO","Georgia","","BTSX","Both sexes","","ENVCAUSE000","Total","","184[ 133–242]","184.01279","133.40602","241.81789","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GEO","Georgia","","MLE","Male","","ENVCAUSE000","Total","","197[ 146–254]","197.11612","146.10898","253.81709","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GHA","Ghana","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","6[ 4–7]","5.92428","4.48002","7.09486","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GHA","Ghana","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","5[ 3–7]","5.40463","2.94063","7.22093","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GNQ","Equatorial Guinea","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","8[ 6–10]","8.22022","5.87494","10.20644","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GRC","Greece","","BTSX","Both sexes","","ENVCAUSE000","Total","","77[ 53–159]","76.71261","52.92160","159.17123","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GRC","Greece","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","12[ 5–27]","12.30767","5.10626","27.02222","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GRD","Grenada","","FMLE","Female","","ENVCAUSE000","Total","","46[ 37–60]","46.25475","36.60476","60.22223","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","HRV","Croatia","","BTSX","Both sexes","","ENVCAUSE000","Total","","86[ 62–126]","86.45354","61.88935","125.98357","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","HRV","Croatia","","MLE","Male","","ENVCAUSE000","Total","","91[ 67–130]","90.51405","66.78516","129.54305","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","HTI","Haiti","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","9[ 6–11]","9.19523","6.18218","11.28374","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","HTI","Haiti","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","10[ 5–14]","10.12244","4.94638","13.86004","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","IRL","Ireland","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","4[ 1–8]","3.86538","1.10540","7.51528","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","IRN","Iran (Islamic Republic of)","","BTSX","Both sexes","","ENVCAUSE000","Total","","35[ 30–41]","35.02813","29.78115","41.10266","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","IRQ","Iraq","","FMLE","Female","","ENVCAUSE000","Total","","32[ 28–37]","31.97144","27.75652","37.11518","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","IRQ","Iraq","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","2[ 1–2]","1.73475","1.10095","2.41188","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","JAM","Jamaica","","MLE","Male","","ENVCAUSE000","Total","","34[ 25–45]","33.84929","25.23512","45.16119","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","JAM","Jamaica","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","2[ 1–3]","1.94021","1.04549","2.98887","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","JOR","Jordan","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","2[ 1–3]","1.67684","0.97892","2.50637","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","JOR","Jordan","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","2[ 1–4]","2.38898","1.37886","3.57481","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","KGZ","Kyrgyzstan","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","7[ 4–10]","6.62412","3.52923","9.82845","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KHM","Cambodia","","BTSX","Both sexes","","ENVCAUSE000","Total","","87[ 80–95]","87.32692","79.53474","94.99633","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KHM","Cambodia","","MLE","Male","","ENVCAUSE000","Total","","84[ 76–92]","84.09068","75.55804","92.45656","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KIR","Kiribati","","FMLE","Female","","ENVCAUSE000","Total","","74[ 67–80]","73.76881","67.11047","79.66290","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KIR","Kiribati","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","9[ 5–11]","8.60790","5.02491","11.00929","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","MLE","Male","","ENVCAUSE000","Total","","106[ 96–115]","105.54068","95.77301","114.84863","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","12[ 9–13]","11.65528","9.28095","13.36640","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","LBN","Lebanon","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","4[ 2–6]","4.05097","2.25139","6.16225","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","LBR","Liberia","","FMLE","Female","","ENVCAUSE000","Total","","87[ 79–94]","87.10184","79.48840","94.27598","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","LSO","Lesotho","","BTSX","Both sexes","","ENVCAUSE000","Total","","113[ 99–129]","113.38937","99.01298","129.38696","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","LSO","Lesotho","","MLE","Male","","ENVCAUSE000","Total","","105[ 90–122]","105.39133","89.63035","122.41155","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","LTU","Lithuania","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","3[ 1–4]","2.51344","0.96180","4.49138","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","LTU","Lithuania","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","4[ 2–7]","3.92554","1.50216","7.01474","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MDA","Republic of Moldova","","BTSX","Both sexes","","ENVCAUSE000","Total","","107[ 78–156]","106.64292","78.05649","155.58603","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MDA","Republic of Moldova","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","6[ 3–11]","6.15286","2.78380","10.67377","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MDG","Madagascar","","FMLE","Female","","ENVCAUSE000","Total","","79[ 73–85]","79.08363","72.60472","84.94514","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","BTSX","Both sexes","","ENVCAUSE000","Total","","125[ 99–151]","124.88936","99.09655","151.21858","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","MLE","Male","","ENVCAUSE000","Total","","140[ 112–170]","140.36403","111.83070","169.73355","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MLI","Mali","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","10[ 8–12]","10.42649","7.68472","12.37066","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MLI","Mali","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","11[ 6–14]","10.76799","5.96051","14.08235","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","MNG","Mongolia","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","3[ 2–4]","3.01452","2.34503","3.60734","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MOZ","Mozambique","","BTSX","Both sexes","","ENVCAUSE000","Total","","64[ 58–70]","64.21695","58.09780","70.03342","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MRT","Mauritania","","FMLE","Female","","ENVCAUSE000","Total","","85[ 74–98]","85.30213","74.26231","98.24301","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MRT","Mauritania","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","5[ 4–6]","4.93866","3.68068","6.06910","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","NAM","Namibia","","MLE","Male","","ENVCAUSE000","Total","","75[ 63–89]","74.90072","62.61117","88.57977","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","NAM","Namibia","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","8[ 6–9]","7.68621","5.73291","9.42515","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","NER","Niger","","BTSX","Both sexes","","ENVCAUSE118","Chronic obstructive pulmonary disease","","7[ 5–8]","6.51168","5.05334","7.57961","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","NER","Niger","","MLE","Male","","ENVCAUSE118","Chronic obstructive pulmonary disease","","7[ 4–8]","6.71447","4.26301","8.44973","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","NLD","Netherlands","","FMLE","Female","","ENVCAUSE118","Chronic obstructive pulmonary disease","","7[ 3–12]","6.65452","2.56030","11.86440","","",""
