Entity,Code,Year,Access to clean fuels and technologies for cooking  (% of population) (% of population)
IDA total,,2002,15.5906943007866
IDA total,,2003,15.8502006482631
IDA total,,2004,16.0929074412154
IDA total,,2005,16.3287348362167
IDA total,,2006,16.5657005553342
IDA total,,2007,16.8058340253909
IDA total,,2008,17.0411001729546
IDA total,,2009,17.2613520928649
IDA total,,2010,17.4780942998493
IDA total,,2011,17.6730020073249
IDA total,,2012,17.8563892956115
IDA total,,2013,18.0275116493613
IDA total,,2014,18.2266289304984
Iceland,ISL,2000,100
Iceland,ISL,2001,100
Iceland,ISL,2002,100
Iceland,ISL,2003,100
Iceland,ISL,2004,100
Iceland,ISL,2005,100
Iceland,ISL,2006,100
Iceland,ISL,2007,100
Iceland,ISL,2008,100
Iceland,ISL,2009,100
Iceland,ISL,2010,100
Iceland,ISL,2011,100
Iceland,ISL,2012,100
Iceland,ISL,2013,100
Iceland,ISL,2014,100
India,IND,2000,24.466872215271
India,IND,2001,25.2852380275726
India,IND,2002,26.0560274124146
India,IND,2003,26.7884016036987
India,IND,2004,27.4915337562561
India,IND,2005,28.1745791435242
India,IND,2006,28.8466930389404
India,IND,2007,29.515540599823
India,IND,2008,30.1827728748322
India,IND,2009,30.8485329151154
India,IND,2010,31.5129697322845
India,IND,2011,32.1762263774872
India,IND,2012,32.8384578227997
India,IND,2013,33.4998071193695
India,IND,2014,34.1604232788086
Indonesia,IDN,2000,2.42510437965393
Indonesia,IDN,2001,3.6648154258728
Indonesia,IDN,2002,5.26701211929321
Indonesia,IDN,2003,9.60496664047241
Indonesia,IDN,2004,13.9136731624603
Indonesia,IDN,2005,18.2022929191589
Indonesia,IDN,2006,22.4799811840057
Indonesia,IDN,2007,26.7544090747833
Indonesia,IDN,2008,31.027215719223
Indonesia,IDN,2009,35.2985501289368
Indonesia,IDN,2010,39.568567276001
Indonesia,IDN,2011,43.8373982906342
Indonesia,IDN,2012,48.1052100658417
Indonesia,IDN,2013,52.372133731842
Indonesia,IDN,2014,56.6383212804794
Iran,IRN,2000,88.8809561729431
Iran,IRN,2001,89.8750990629196
Iran,IRN,2002,90.8217817544937
Iran,IRN,2003,91.7301133275032
Iran,IRN,2004,92.6092036068439
Iran,IRN,2005,93.4681624174118
Iran,IRN,2006,94.3160973489285
Iran,IRN,2007,95.1589893549681
Iran,IRN,2008,96.0021913051605
Iran,IRN,2009,96.8435201793909
Iran,IRN,2010,97.6801635697484
Iran,IRN,2011,98.4863352961838
Iran,IRN,2012,99.1840114817023
Iran,IRN,2013,99.668813450262
Iran,IRN,2014,99.9080301786307
Iraq,IRQ,2000,83.4132730960846
Iraq,IRQ,2001,84.5933467149735
Iraq,IRQ,2002,85.7256829738617
Iraq,IRQ,2003,86.8194431066513
Iraq,IRQ,2004,87.8837905824184
Iraq,IRQ,2005,88.927885144949
Iraq,IRQ,2006,89.9608872830868
Iraq,IRQ,2007,90.9904606640339
Iraq,IRQ,2008,92.0182645320892
Iraq,IRQ,2009,93.0444605648518
Iraq,IRQ,2010,94.0692104399204
Iraq,IRQ,2011,95.0918264687061
Iraq,IRQ,2012,96.1142830550671
Iraq,IRQ,2013,97.1325516700745
Iraq,IRQ,2014,98.1179747730494
Ireland,IRL,2000,100
Ireland,IRL,2001,100
Ireland,IRL,2002,100
Ireland,IRL,2003,100
Ireland,IRL,2004,100
Ireland,IRL,2005,100
Ireland,IRL,2006,100
Ireland,IRL,2007,100
Ireland,IRL,2008,100
Ireland,IRL,2009,100
Ireland,IRL,2010,100
Ireland,IRL,2011,100
Ireland,IRL,2012,100
Ireland,IRL,2013,100
Ireland,IRL,2014,100
Israel,ISR,2000,100
Israel,ISR,2001,100
Israel,ISR,2002,100
Israel,ISR,2003,100
Israel,ISR,2004,100
Israel,ISR,2005,100
Israel,ISR,2006,100
Israel,ISR,2007,100
Israel,ISR,2008,100
Israel,ISR,2009,100
Israel,ISR,2010,100
Israel,ISR,2011,100
Israel,ISR,2012,100
Israel,ISR,2013,100
Israel,ISR,2014,100
Italy,ITA,2000,100
Italy,ITA,2001,100
Italy,ITA,2002,100
Italy,ITA,2003,100
Italy,ITA,2004,100
Italy,ITA,2005,100
Italy,ITA,2006,100
Italy,ITA,2007,100
Italy,ITA,2008,100
Italy,ITA,2009,100
Italy,ITA,2010,100
Italy,ITA,2011,100
Italy,ITA,2012,100
Italy,ITA,2013,100
Italy,ITA,2014,100
Jamaica,JAM,2000,72.1382141113281
Jamaica,JAM,2001,73.7731248140335
Jamaica,JAM,2002,75.3603979945183
Jamaica,JAM,2003,76.9091844558716
Jamaica,JAM,2004,78.4286394715309
Jamaica,JAM,2005,79.9279138445854
Jamaica,JAM,2006,81.4161583781242
Jamaica,JAM,2007,82.9010307788849
Jamaica,JAM,2008,84.3841835856438
Jamaica,JAM,2009,85.8657747507095
Jamaica,JAM,2010,87.3459607362747
Jamaica,JAM,2011,88.8248927891254
Jamaica,JAM,2012,90.3027325868607
Jamaica,JAM,2013,91.779637336731
Jamaica,JAM,2014,93.2557590305805
Japan,JPN,2000,100
Japan,JPN,2001,100
Japan,JPN,2002,100
Japan,JPN,2003,100
Japan,JPN,2004,100
Japan,JPN,2005,100
Japan,JPN,2006,100
Japan,JPN,2007,100
Japan,JPN,2008,100
Japan,JPN,2009,100
Japan,JPN,2010,100
Japan,JPN,2011,100
Japan,JPN,2012,100
Japan,JPN,2013,100
Japan,JPN,2014,100
Jordan,JOR,2000,95.8194963634014
Jordan,JOR,2001,96.3911592960358
Jordan,JOR,2002,96.9150748103857
Jordan,JOR,2003,97.4003655835986
Jordan,JOR,2004,97.856130450964
Jordan,JOR,2005,98.2912356033921
Jordan,JOR,2006,98.713615257293
Jordan,JOR,2007,99.1234038025141
Jordan,JOR,2008,99.4944242760539
Jordan,JOR,2009,99.773083627224
Jordan,JOR,2010,99.9258948606439
Jordan,JOR,2011,99.9795109935803
Jordan,JOR,2012,99.9894166263402
Jordan,JOR,2013,99.9900000002526
Jordan,JOR,2014,99.9900000002526
Kazakhstan,KAZ,2000,83.1377640366554
Kazakhstan,KAZ,2001,83.8849857449532
Kazakhstan,KAZ,2002,84.5847383141518
Kazakhstan,KAZ,2003,85.2461919188499
Kazakhstan,KAZ,2004,85.8785256743431
Kazakhstan,KAZ,2005,86.49090975523
Kazakhstan,KAZ,2006,87.0925217866898
Kazakhstan,KAZ,2007,87.6910299062729
Kazakhstan,KAZ,2008,88.2880724966526
Kazakhstan,KAZ,2009,88.8837844133377
Kazakhstan,KAZ,2010,89.4782990217209
Kazakhstan,KAZ,2011,90.0717452168465
Kazakhstan,KAZ,2012,90.6642608344555
Kazakhstan,KAZ,2013,91.2559799849987
Kazakhstan,KAZ,2014,91.8470308184624
Kenya,KEN,2000,3.0299186706543
Kenya,KEN,2001,3.38037610054016
Kenya,KEN,2002,3.68885397911072
Kenya,KEN,2003,3.95892262458801
Kenya,KEN,2004,4.19971942901611
Kenya,KEN,2005,4.42013740539551
Kenya,KEN,2006,4.62815165519714
Kenya,KEN,2007,4.8297107219696
Kenya,KEN,2008,5.02930283546448
Kenya,KEN,2009,5.22587895393372
Kenya,KEN,2010,5.42113184928894
Kenya,KEN,2011,5.61520457267761
Kenya,KEN,2012,5.80824613571167
Kenya,KEN,2013,6.00041151046753
Kenya,KEN,2014,6.19184374809265
Kiribati,KIR,2000,5.81169128417969
Kiribati,KIR,2001,5.74986934661865
Kiribati,KIR,2002,5.64032793045044
Kiribati,KIR,2003,5.49219846725464
Kiribati,KIR,2004,5.31461834907532
Kiribati,KIR,2005,5.11671304702759
Kiribati,KIR,2006,4.90399599075317
Kiribati,KIR,2007,4.69326972961426
Kiribati,KIR,2008,4.47919368743896
Kiribati,KIR,2009,4.26312685012817
Kiribati,KIR,2010,4.04550433158875
Kiribati,KIR,2011,3.82651090621948
Kiribati,KIR,2012,3.60633134841919
Kiribati,KIR,2013,3.3851146697998
Kiribati,KIR,2014,3.16305160522461
Kuwait,KWT,2000,100
Kuwait,KWT,2001,100
Kuwait,KWT,2002,100
Kuwait,KWT,2003,100
Kuwait,KWT,2004,100
Kuwait,KWT,2005,100
Kuwait,KWT,2006,100
Kuwait,KWT,2007,100
Kuwait,KWT,2008,100
Kuwait,KWT,2009,100
Kuwait,KWT,2010,100
Kuwait,KWT,2011,100
Kuwait,KWT,2012,100
Kuwait,KWT,2013,100
Kuwait,KWT,2014,100
Kyrgyzstan,KGZ,2000,61.1670583486557
Kyrgyzstan,KGZ,2001,62.384095788002
Kyrgyzstan,KGZ,2002,63.5534644126892
Kyrgyzstan,KGZ,2003,64.6842628717422
Kyrgyzstan,KGZ,2004,65.7855868339539
Kyrgyzstan,KGZ,2005,66.8665289878845
Kyrgyzstan,KGZ,2006,67.9361820220947
Kyrgyzstan,KGZ,2007,69.0021604299545
Kyrgyzstan,KGZ,2008,70.0661271810532
Kyrgyzstan,KGZ,2009,71.1282670497894
Kyrgyzstan,KGZ,2010,72.1887648105621
Kyrgyzstan,KGZ,2011,73.2477992773056
Kyrgyzstan,KGZ,2012,74.3055552244186
Kyrgyzstan,KGZ,2013,75.3622174263
Kyrgyzstan,KGZ,2014,76.4179646968842
Laos,LAO,2000,2.42339372634888
Laos,LAO,2001,2.67254114151001
Laos,LAO,2002,2.9060423374176
Laos,LAO,2003,3.10605764389038
Laos,LAO,2004,3.27683687210083
Laos,LAO,2005,3.42729687690735
Laos,LAO,2006,3.56539487838745
Laos,LAO,2007,3.69709730148315
Laos,LAO,2008,3.82576584815979
Laos,LAO,2009,3.95272970199585
Laos,LAO,2010,4.07840013504028
Laos,LAO,2011,4.20294404029846
Laos,LAO,2012,4.32649850845337
Laos,LAO,2013,4.44920063018799
Laos,LAO,2014,4.57119941711426
Late-demographic dividend,,2000,56.8511216505461
Late-demographic dividend,,2001,57.7355903929778
Late-demographic dividend,,2002,58.5765399885695
Late-demographic dividend,,2003,59.3862670691416
Late-demographic dividend,,2004,60.172191689424
Late-demographic dividend,,2005,60.9443430959464
Late-demographic dividend,,2006,61.7122247687981
Late-demographic dividend,,2007,62.4828578675551
Late-demographic dividend,,2008,63.2554194434692
Late-demographic dividend,,2009,64.0294172763317
Late-demographic dividend,,2010,64.7920669724854
Late-demographic dividend,,2011,65.5471843495956
Late-demographic dividend,,2012,66.288621245608
Late-demographic dividend,,2013,67.0130968079495
Late-demographic dividend,,2014,67.7213524164797
Latin America & Caribbean,,2000,78.0683959770628
Latin America & Caribbean,,2001,78.8043399206395
Latin America & Caribbean,,2002,79.491015998019
Latin America & Caribbean,,2003,80.1382104262302
Latin America & Caribbean,,2004,80.7550937305936
Latin America & Caribbean,,2005,81.3501674490155
Latin America & Caribbean,,2006,81.9338219723665
Latin America & Caribbean,,2007,82.5121398220083
Latin America & Caribbean,,2008,83.0867716638777
Latin America & Caribbean,,2009,83.6580338675102
Latin America & Caribbean,,2010,84.2262745702697
Latin America & Caribbean,,2011,84.7913751365455
Latin America & Caribbean,,2012,85.3514899699642
Latin America & Caribbean,,2013,85.9024495264303
Latin America & Caribbean,,2014,86.4406819490622
Latin America & Caribbean (IDA & IBRD),,2000,78.2528477004588
Latin America & Caribbean (IDA & IBRD),,2001,78.9716442187897
Latin America & Caribbean (IDA & IBRD),,2002,79.6414433336924
Latin America & Caribbean (IDA & IBRD),,2003,80.2720331950917
Latin America & Caribbean (IDA & IBRD),,2004,80.8725800320419
Latin America & Caribbean (IDA & IBRD),,2005,81.4515795107153
Latin America & Caribbean (IDA & IBRD),,2006,82.019456354594
Latin America & Caribbean (IDA & IBRD),,2007,82.5822819190998
Latin America & Caribbean (IDA & IBRD),,2008,83.1417421380587
Latin America & Caribbean (IDA & IBRD),,2009,83.6981767153491
Latin America & Caribbean (IDA & IBRD),,2010,84.251938029112
Latin America & Caribbean (IDA & IBRD),,2011,84.8029117252811
Latin America & Caribbean (IDA & IBRD),,2012,85.34923534692
Latin America & Caribbean (IDA & IBRD),,2013,85.8866496104486
Latin America & Caribbean (IDA & IBRD),,2014,86.411452373176
Latin America & Caribbean (excluding high income),,2000,77.640008370083
Latin America & Caribbean (excluding high income),,2001,78.3766325064377
Latin America & Caribbean (excluding high income),,2002,79.0640200367206
Latin America & Caribbean (excluding high income),,2003,79.7115538433866
Latin America & Caribbean (excluding high income),,2004,80.328636149963
Latin America & Caribbean (excluding high income),,2005,80.9238309157643
Latin America & Caribbean (excluding high income),,2006,81.5077644869692
Latin America & Caribbean (excluding high income),,2007,82.0865909746927
Latin America & Caribbean (excluding high income),,2008,82.6618891481587
Latin America & Caribbean (excluding high income),,2009,83.2338413612021
Latin America & Caribbean (excluding high income),,2010,83.8027442808624
Latin America & Caribbean (excluding high income),,2011,84.3684990298001
Latin America & Caribbean (excluding high income),,2012,84.9292488349616
Latin America & Caribbean (excluding high income),,2013,85.48061652166
Latin America & Caribbean (excluding high income),,2014,86.0188569869128
Latvia,LVA,2000,87.3292565345764
Latvia,LVA,2001,88.1725773215294
Latvia,LVA,2002,88.9681652188301
Latvia,LVA,2003,89.7252559661865
Latvia,LVA,2004,90.4530912637711
Latvia,LVA,2005,91.1609061062336
Latvia,LVA,2006,91.8579384684563
Latvia,LVA,2007,92.5519116222858
Latvia,LVA,2008,93.2444699108601
Latvia,LVA,2009,93.9357429742813
Latvia,LVA,2010,94.6258600801229
Latvia,LVA,2011,95.3142706304789
Latvia,LVA,2012,96.0025541484356
Latvia,LVA,2013,96.6900665313005
Latvia,LVA,2014,97.3769368603826
Least developed countries: UN classification,,2000,8.00196464296514
Least developed countries: UN classification,,2001,8.27116281495079
Least developed countries: UN classification,,2002,8.52122154737349
Least developed countries: UN classification,,2003,8.74963426028921
Least developed countries: UN classification,,2004,8.96423621274617
Least developed countries: UN classification,,2005,9.17271246412079
Least developed countries: UN classification,,2006,9.38035990899683
Least developed countries: UN classification,,2007,9.58939841521242
Least developed countries: UN classification,,2008,9.79927845765465
Least developed countries: UN classification,,2009,10.0110480177658
Least developed countries: UN classification,,2010,10.2262750106626
Least developed countries: UN classification,,2011,10.4461446405035
Least developed countries: UN classification,,2012,10.66132672784
Least developed countries: UN classification,,2013,10.8861425004672
Least developed countries: UN classification,,2014,11.1120264595911
Lebanon,LBN,2000,94.7646465152502
Lebanon,LBN,2001,95.6219781190157
Lebanon,LBN,2002,96.4743576943874
Lebanon,LBN,2003,97.2884126007557
Lebanon,LBN,2004,98.0679230764508
Lebanon,LBN,2005,98.7884495407343
Lebanon,LBN,2006,99.3781360797584
Lebanon,LBN,2007,99.7603106079623
Lebanon,LBN,2008,99.9350243364461
Lebanon,LBN,2009,99.9838152711163
Lebanon,LBN,2010,99.9900000002526
Lebanon,LBN,2011,99.9900000002526
Lebanon,LBN,2012,99.9900000002526
Lebanon,LBN,2013,99.9900000002526
Lebanon,LBN,2014,99.9900000002526
Lesotho,LSO,2000,19.158810377121
Lesotho,LSO,2001,20.1868057250977
Lesotho,LSO,2002,21.1672246456146
Lesotho,LSO,2003,22.1092343330383
Lesotho,LSO,2004,23.0219960212708
Lesotho,LSO,2005,23.9146709442139
Lesotho,LSO,2006,24.7964203357697
Lesotho,LSO,2007,25.6748974323273
Lesotho,LSO,2008,26.5517592430115
Lesotho,LSO,2009,27.4271547794342
Lesotho,LSO,2010,28.3012211322784
Lesotho,LSO,2011,29.1741132736206
Lesotho,LSO,2012,30.0459742546082
Lesotho,LSO,2013,30.916953086853
Lesotho,LSO,2014,31.7871987819672
Liberia,LBR,2000,1.99999809265137
Liberia,LBR,2001,1.99999809265137
Liberia,LBR,2002,1.99999809265137
Liberia,LBR,2003,1.99999809265137
Liberia,LBR,2004,1.99999809265137
Liberia,LBR,2005,1.99999809265137
Liberia,LBR,2006,1.99999809265137
Liberia,LBR,2007,1.99999809265137
Liberia,LBR,2008,1.99999809265137
Liberia,LBR,2009,1.99999809265137
Liberia,LBR,2010,1.99999809265137
Liberia,LBR,2011,1.99999809265137
Liberia,LBR,2012,1.99999809265137
Liberia,LBR,2013,1.99999809265137
Liberia,LBR,2014,2.00144052505493
Lithuania,LTU,2000,100
Lithuania,LTU,2001,100
Lithuania,LTU,2002,100
Lithuania,LTU,2003,100
Lithuania,LTU,2004,100
Lithuania,LTU,2005,100
Lithuania,LTU,2006,100
Lithuania,LTU,2007,100
Lithuania,LTU,2008,100
Lithuania,LTU,2009,100
Lithuania,LTU,2010,100
Lithuania,LTU,2011,100
Lithuania,LTU,2012,100
Lithuania,LTU,2013,100
Lithuania,LTU,2014,100
Low & middle income,,2000,40.1403536751293
Low & middle income,,2001,40.8045598350599
Low & middle income,,2002,41.436808101671
Low & middle income,,2003,42.1506904117738
Low & middle income,,2004,42.8377861928877
Low & middle income,,2005,43.5085209578608
Low & middle income,,2006,44.1712550177271
Low & middle income,,2007,44.8317512114874
Low & middle income,,2008,45.4908206243404
Low & middle income,,2009,46.1472245315775
Low & middle income,,2010,46.7944886703379
Low & middle income,,2011,47.4300060203877
Low & middle income,,2012,48.0800160103053
Low & middle income,,2013,48.6920902101288
Low & middle income,,2014,49.2965112685164
Low income,,2000,5.23996182552975
Low income,,2001,5.37262871519275
Low income,,2002,5.49938136163161
Low income,,2003,5.61625158898742
Low income,,2004,5.72687127322412
Low income,,2005,5.83830111741287
Low income,,2006,5.95359143866696
Low income,,2007,6.07177389728408
Low income,,2008,6.19074686170267
Low income,,2009,6.3119655983357
Low income,,2010,6.43749420599246
Low income,,2011,6.5688212135591
Low income,,2012,6.66094325287867
Low income,,2013,6.79682642674918
Low income,,2014,6.93337632175821
Lower middle income,,2000,26.6566859007797
Lower middle income,,2001,27.4236225238722
Lower middle income,,2002,28.1805053413888
Lower middle income,,2003,29.1500870882923
Lower middle income,,2004,30.0925408323605
Lower middle income,,2005,31.0173077269176
Lower middle income,,2006,31.9339619719963
Lower middle income,,2007,32.8497564034667
Lower middle income,,2008,33.7630009278643
Lower middle income,,2009,34.6685468172483
Lower middle income,,2010,35.5646006417935
Lower middle income,,2011,36.4407516204615
Lower middle income,,2012,37.2968779813794
Lower middle income,,2013,38.1498236397107
Lower middle income,,2014,39.0081735142056
Luxembourg,LUX,2000,100
Luxembourg,LUX,2001,100
Luxembourg,LUX,2002,100
Luxembourg,LUX,2003,100
Luxembourg,LUX,2004,100
Luxembourg,LUX,2005,100
Luxembourg,LUX,2006,100
Luxembourg,LUX,2007,100
Luxembourg,LUX,2008,100
Luxembourg,LUX,2009,100
Luxembourg,LUX,2010,100
Luxembourg,LUX,2011,100
Luxembourg,LUX,2012,100
Luxembourg,LUX,2013,100
Luxembourg,LUX,2014,100
Macedonia,MKD,2000,60.1503968238831
Macedonia,MKD,2001,60.3698551654816
Macedonia,MKD,2002,60.541820526123
Macedonia,MKD,2003,60.6755822896957
Macedonia,MKD,2004,60.7804387807846
Macedonia,MKD,2005,60.8656883239746
Macedonia,MKD,2006,60.940620303154
Macedonia,MKD,2007,61.013001203537
Macedonia,MKD,2008,61.0844433307648
Macedonia,MKD,2009,61.1550390720367
Macedonia,MKD,2010,61.2248748540878
Macedonia,MKD,2011,61.2940222024918
Macedonia,MKD,2012,61.3625794649124
Macedonia,MKD,2013,61.4306300878525
Macedonia,MKD,2014,61.4982545375824
Madagascar,MDG,2000,1.99999809265137
Madagascar,MDG,2001,1.99999809265137
Madagascar,MDG,2002,1.99999809265137
Madagascar,MDG,2003,1.99999809265137
Madagascar,MDG,2004,1.99999809265137
Madagascar,MDG,2005,1.99999809265137
Madagascar,MDG,2006,1.99999809265137
Madagascar,MDG,2007,1.99999809265137
Madagascar,MDG,2008,1.99999809265137
Madagascar,MDG,2009,1.99999809265137
Madagascar,MDG,2010,1.99999809265137
Madagascar,MDG,2011,1.99999809265137
Madagascar,MDG,2012,1.99999809265137
Madagascar,MDG,2013,1.99999809265137
Madagascar,MDG,2014,1.99999809265137
Malawi,MWI,2000,1.99999809265137
Malawi,MWI,2001,1.99999809265137
Malawi,MWI,2002,2.00163722038269
Malawi,MWI,2003,2.01345682144165
Malawi,MWI,2004,2.05187797546387
Malawi,MWI,2005,2.12793350219727
Malawi,MWI,2006,2.23453044891357
Malawi,MWI,2007,2.35458612442017
Malawi,MWI,2008,2.47658491134644
Malawi,MWI,2009,2.59734392166138
Malawi,MWI,2010,2.71676182746887
Malawi,MWI,2011,2.83500552177429
Malawi,MWI,2012,2.9522180557251
Malawi,MWI,2013,3.06854248046875
Malawi,MWI,2014,3.18413376808167
Malaysia,MYS,2000,93.4134945273399
Malaysia,MYS,2001,94.2333277314901
Malaysia,MYS,2002,94.9754819273949
Malaysia,MYS,2003,95.7146443426609
Malaysia,MYS,2004,96.4236602187157
Malaysia,MYS,2005,97.1113543957472
Malaysia,MYS,2006,97.7856310084462
Malaysia,MYS,2007,98.4454718418419
Malaysia,MYS,2008,99.0562532097101
Malaysia,MYS,2009,99.540416803211
Malaysia,MYS,2010,99.8341748840176
Malaysia,MYS,2011,99.9563638586551
Malaysia,MYS,2012,99.9866675992962
Malaysia,MYS,2013,99.9900000002526
Malaysia,MYS,2014,99.9900000002526
Maldives,MDV,2000,40.6800389289856
Maldives,MDV,2001,45.4244494438171
Maldives,MDV,2002,50.1213252544403
Maldives,MDV,2003,54.7797679901123
Maldives,MDV,2004,59.4088703393936
Maldives,MDV,2005,64.017727971077
Maldives,MDV,2006,68.6154365539551
Maldives,MDV,2007,73.2096046209335
Maldives,MDV,2008,77.8018906712532
Maldives,MDV,2009,82.3924660682678
Maldives,MDV,2010,86.9815036654472
Maldives,MDV,2011,91.5691696107388
Maldives,MDV,2012,95.3236222267151
Maldives,MDV,2013,98.0986112728715
Maldives,MDV,2014,99.498953204602
Mali,MLI,2000,2.54782438278198
Mali,MLI,2001,2.54884958267212
Mali,MLI,2002,2.54884958267212
Mali,MLI,2003,2.49598026275635
Mali,MLI,2004,2.40621566772461
Mali,MLI,2005,2.29554176330566
Mali,MLI,2006,2.18185186386108
Mali,MLI,2007,2.0878791809082
Mali,MLI,2008,2.03025937080383
Mali,MLI,2009,2.00643539428711
Mali,MLI,2010,2.00061798095703
Mali,MLI,2011,1.99999809265137
Mali,MLI,2012,1.99999809265137
Mali,MLI,2013,1.99999809265137
Mali,MLI,2014,1.99999809265137
Malta,MLT,2000,100
Malta,MLT,2001,100
Malta,MLT,2002,100
Malta,MLT,2003,100
Malta,MLT,2004,100
Malta,MLT,2005,100
Malta,MLT,2006,100
Malta,MLT,2007,100
Malta,MLT,2008,100
Malta,MLT,2009,100
Malta,MLT,2010,100
Malta,MLT,2011,100
Malta,MLT,2012,100
Malta,MLT,2013,100
Malta,MLT,2014,100
Marshall Islands,MHL,2000,32.1833848953247
Marshall Islands,MHL,2001,32.9627633094788
Marshall Islands,MHL,2002,33.6942255496979
Marshall Islands,MHL,2003,34.3869149684906
Marshall Islands,MHL,2004,35.0499749183655
Marshall Islands,MHL,2005,35.6925427913666
Marshall Islands,MHL,2006,36.3237619400024
Marshall Islands,MHL,2007,36.9512856006622
Marshall Islands,MHL,2008,37.5767827033997
Marshall Islands,MHL,2009,38.2004499435425
Marshall Islands,MHL,2010,38.8224601745605
Marshall Islands,MHL,2011,39.4429981708527
Marshall Islands,MHL,2012,40.0622487068176
Marshall Islands,MHL,2013,40.6804025173187
Marshall Islands,MHL,2014,41.2976324558258
Mauritania,MRT,2000,31.309449672699
Mauritania,MRT,2001,32.3946297168732
Mauritania,MRT,2002,33.4322392940521
Mauritania,MRT,2003,34.4314396381378
Mauritania,MRT,2004,35.4013979434967
Mauritania,MRT,2005,36.3512814044952
Mauritania,MRT,2006,37.2902393341064
Mauritania,MRT,2007,38.2259428501129
Mauritania,MRT,2008,39.1600370407104
Mauritania,MRT,2009,40.092670917511
Mauritania,MRT,2010,41.0239934921265
Mauritania,MRT,2011,41.9541358947754
Mauritania,MRT,2012,42.8832650184631
Mauritania,MRT,2013,43.8115119934082
Mauritania,MRT,2014,44.7390258312225
Mauritius,MUS,2000,90.166762471199
Mauritius,MUS,2001,90.9485697746277
Mauritius,MUS,2002,91.6827909648418
Mauritius,MUS,2003,92.3786103725433
Mauritius,MUS,2004,93.0452145636082
Mauritius,MUS,2005,93.6917878687382
Mauritius,MUS,2006,94.3275138735771
Mauritius,MUS,2007,94.9600744992495
Mauritius,MUS,2008,95.5900512635708
Mauritius,MUS,2009,96.2198343127966
Mauritius,MUS,2010,96.8483477830887
Mauritius,MUS,2011,97.4757546558976
Mauritius,MUS,2012,98.1021935120225
Mauritius,MUS,2013,98.718252312392
Mauritius,MUS,2014,99.2761231958866
Mexico,MEX,2000,82.2149932384491
Mexico,MEX,2001,82.6228469610214
Mexico,MEX,2002,82.9831287264824
Mexico,MEX,2003,83.304999768734
Mexico,MEX,2004,83.5976228117943
Mexico,MEX,2005,83.870156109333
Mexico,MEX,2006,84.1317623853683
Mexico,MEX,2007,84.3901038169861
Mexico,MEX,2008,84.6468269824982
Mexico,MEX,2009,84.9020794034004
Mexico,MEX,2010,85.1560086011887
Mexico,MEX,2011,85.4087591171265
Mexico,MEX,2012,85.6604814529419
Mexico,MEX,2013,85.9113231301308
Mexico,MEX,2014,86.1614271998405
Micronesia (country),FSM,2000,15.2769505977631
Micronesia (country),FSM,2001,16.084611415863
Micronesia (country),FSM,2002,16.844654083252
Micronesia (country),FSM,2003,17.5663471221924
Micronesia (country),FSM,2004,18.2589709758759
Micronesia (country),FSM,2005,18.9317882061005
Micronesia (country),FSM,2006,19.5940852165222
Micronesia (country),FSM,2007,20.2536046504974
Micronesia (country),FSM,2008,20.9119737148285
Micronesia (country),FSM,2009,21.5693056583405
Micronesia (country),FSM,2010,22.2257077693939
Micronesia (country),FSM,2011,22.8812634944916
Micronesia (country),FSM,2012,23.5360980033875
Micronesia (country),FSM,2013,24.1903126239777
Micronesia (country),FSM,2014,24.8439967632294
Middle East & North Africa,,2000,88.651245284261
Middle East & North Africa,,2001,89.5499925501348
Middle East & North Africa,,2002,90.4052807502428
Middle East & North Africa,,2003,91.2229686451477
Middle East & North Africa,,2004,92.017933725945
Middle East & North Africa,,2005,92.7912950301974
Middle East & North Africa,,2006,93.5409116908382
Middle East & North Africa,,2007,94.2595980395995
Middle East & North Africa,,2008,94.9322279957273
Middle East & North Africa,,2009,95.5375284875496
Middle East & North Africa,,2010,96.0483613466264
Middle East & North Africa,,2011,96.4513778817912
Middle East & North Africa,,2012,96.7567465902046
Middle East & North Africa,,2013,96.9834498513579
Middle East & North Africa,,2014,97.1453004305032
Middle East & North Africa (IDA & IBRD),,2000,87.3782298312416
Middle East & North Africa (IDA & IBRD),,2001,88.3443066575972
Middle East & North Africa (IDA & IBRD),,2002,89.2654541592047
Middle East & North Africa (IDA & IBRD),,2003,90.146517297861
Middle East & North Africa (IDA & IBRD),,2004,91.0030260151029
Middle East & North Africa (IDA & IBRD),,2005,91.836942924886
Middle East & North Africa (IDA & IBRD),,2006,92.6474598403389
Middle East & North Africa (IDA & IBRD),,2007,93.4291981338957
Middle East & North Africa (IDA & IBRD),,2008,94.1678070466898
Middle East & North Africa (IDA & IBRD),,2009,94.8395530404485
Middle East & North Africa (IDA & IBRD),,2010,95.4127967905521
Middle East & North Africa (IDA & IBRD),,2011,95.8683220761591
Middle East & North Africa (IDA & IBRD),,2012,96.2152579497728
Middle East & North Africa (IDA & IBRD),,2013,96.4737824146417
Middle East & North Africa (IDA & IBRD),,2014,96.6583853571543
Middle East & North Africa (excluding high income),,2000,87.3782298312416
Middle East & North Africa (excluding high income),,2001,88.3443066575972
Middle East & North Africa (excluding high income),,2002,89.2654541592047
Middle East & North Africa (excluding high income),,2003,90.146517297861
Middle East & North Africa (excluding high income),,2004,91.0030260151029
Middle East & North Africa (excluding high income),,2005,91.836942924886
Middle East & North Africa (excluding high income),,2006,92.6474598403389
Middle East & North Africa (excluding high income),,2007,93.4291981338957
